,customer_id,1,2,3,4,5,6,7,8,9,10,11,12,output
802,4497536,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,7107013,0,0,23,40,16,107,0,38,13,0,0,2,33
1120,5900732,8,55,4,2,46,48,24,15,0,11,1,0,41
892,4924940,0,0,0,0,3,0,0,7,0,0,0,0,0
861,4757402,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2117738,6,0,0,0,0,0,0,0,0,0,0,0,0
804,4504480,30,0,147,6,3,81,86,22,7,0,0,0,0
615,3727665,21,0,0,0,1,2,0,1,0,0,0,0,6
1222,6382534,27,30,47,11,7,5,13,8,12,7,6,5,26
327,2395893,171,87,170,76,98,149,258,199,96,95,245,7,633
1404,7303840,0,0,0,0,0,0,0,0,0,0,0,0,1
174,1752918,4,2,3,0,2,0,0,0,0,0,1,0,0
240,2045505,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,9853501,0,0,0,0,0,0,1,11,0,4,0,0,6
817,4569642,37,17,45,18,4,6,8,8,4,0,0,2,33
1080,5734392,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,7528506,0,0,0,0,0,0,0,0,0,52,8,2,36
814,4562816,0,0,0,0,0,0,0,0,0,0,0,2,0
514,3237695,0,0,0,2,1,0,0,0,0,0,0,3,0
1983,9938009,0,0,1,0,0,0,5,2,3,18,16,12,7
1462,7536361,0,0,0,0,0,0,0,0,0,37,0,0,0
315,2369619,0,0,0,0,0,0,0,0,0,0,0,0,43
1907,9614983,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2459835,0,0,0,0,0,0,0,0,0,0,0,6,37
280,2251518,0,0,12,4,26,3,0,0,0,0,3,14,0
287,2263188,0,0,0,0,0,0,0,0,0,0,0,0,0
737,4258203,78,39,35,13,22,0,0,0,0,0,0,0,0
1750,8909846,13,1,15,1,25,4,0,0,0,2,0,0,32
1990,9971759,0,6,11,0,12,3,1,0,43,11,13,3,40
355,2540358,0,0,4,21,1,0,5,0,0,0,0,0,29
1444,7463368,47,30,102,162,20,63,5,0,8,37,10,29,13
1816,9195736,27,3,0,15,34,12,7,0,0,0,0,0,1
1187,6225319,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,8125619,0,0,4,0,9,0,1,0,0,0,0,0,0
1488,7672866,18,9,32,23,30,4,9,11,15,38,23,19,32
386,2654015,0,89,48,16,18,46,30,22,11,22,26,22,26
1724,8811997,5,5,4,9,13,97,49,39,80,91,40,50,80
1784,9057704,20,16,0,4,1,0,0,0,0,0,0,0,0
296,2314565,0,1,0,2,0,0,3,0,0,1,13,24,5
387,2656905,1,0,0,0,2,5,0,4,0,0,0,0,0
1422,7374912,0,0,0,0,0,0,0,0,0,0,0,7,78
666,3955839,3,0,2,0,0,0,0,0,0,1,0,0,0
1460,7528506,0,0,0,0,0,0,52,8,2,3,3,30,13
1456,7519460,0,0,0,0,0,0,0,0,0,0,0,0,0
567,3482861,1,3,0,12,35,5,7,7,0,14,5,2,5
1608,8229843,6,0,0,1,1,0,0,0,0,0,0,0,0
519,3246786,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,7238034,16,29,17,29,17,0,29,13,5,0,5,2,37
1563,7984427,5,156,90,140,41,54,29,15,1,1,0,10,2
1173,6170775,0,0,0,0,0,0,0,0,0,18,5,0,0
1116,5881290,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,5445652,0,0,0,3,0,0,0,0,0,0,13,0,8
1172,6169222,37,1,0,9,61,22,1,1,29,23,61,35,11
1369,7136456,24,10,23,28,13,0,2,0,0,2,1,5,27
517,3243370,11,3,3,9,0,0,0,5,0,0,0,0,0
1463,7536495,0,0,0,0,0,0,0,0,0,17,10,13,32
1707,8703979,0,0,0,0,0,0,0,0,0,0,0,0,1
451,2912032,0,0,0,0,0,0,2,0,0,0,0,0,0
110,1470431,0,0,0,0,0,0,0,0,0,0,0,0,0
960,5188435,0,0,0,0,0,8,7,4,0,6,0,8,19
1016,5453509,0,0,0,0,0,0,0,0,0,0,0,0,0
777,4405134,0,1,0,6,1,7,0,0,0,0,0,0,2
718,4186957,7,7,15,20,75,55,53,43,132,54,124,187,228
1916,9640227,0,0,0,0,7,0,14,0,0,0,3,1,0
1862,9439686,0,0,0,0,0,0,0,0,0,0,0,0,0
662,3925734,4,4,4,0,0,3,1,2,1,4,0,1,0
1895,9592559,0,0,0,0,0,0,0,0,0,0,0,0,0
729,4220116,5,0,0,3,0,0,0,51,0,0,0,0,0
1363,7107013,0,38,13,0,0,2,6,18,9,8,28,3,17
376,2605800,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,9037014,0,0,0,0,0,0,0,0,0,0,164,0,21
117,1505108,0,0,0,0,0,0,0,2,0,0,6,0,0
844,4688899,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,6274444,0,0,0,0,0,0,0,0,0,0,0,0,9
709,4131462,0,0,0,0,0,3,0,0,0,0,0,0,0
1265,6612054,0,0,8,0,1,5,7,3,8,0,8,9,1
738,4258825,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,6748995,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1737289,0,0,0,0,0,0,0,0,0,1,1,0,11
1665,8497770,10,13,9,0,7,12,22,10,30,1,8,0,14
972,5244095,0,0,0,0,0,0,0,0,0,0,4,4,31
1164,6143638,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1062517,0,0,0,0,0,0,0,0,0,0,0,0,0
921,5049868,2,19,0,1,6,8,43,7,5,7,4,4,4
607,3665927,0,0,0,0,0,0,0,0,0,0,0,0,0
551,3401565,0,0,0,9,3,7,4,5,0,0,0,0,6
1001,5380606,0,7,13,0,7,27,124,0,18,50,9,3,43
1756,8941600,7,5,29,8,8,7,113,227,102,50,38,126,189
1231,6429865,58,2,0,0,0,0,0,0,51,0,10,0,24
596,3606248,28,1,3,1,21,77,78,11,27,42,62,83,195
809,4535730,0,0,0,0,0,0,0,0,0,0,0,0,0
672,3979822,0,0,11,23,0,14,0,12,0,0,0,0,3
39,1134743,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,6953872,0,0,0,0,0,0,0,0,0,0,0,0,0
867,4775580,0,0,0,0,0,3,4,0,0,0,0,0,2
431,2812713,23,3,76,40,0,157,0,62,110,17,26,8,69
895,4939687,0,0,0,0,0,0,0,0,0,0,0,0,0
617,3745019,7,4,38,85,103,142,47,111,10,51,14,17,56
166,1715784,2,1,0,0,0,0,0,0,0,0,5,0,2
162,1706958,0,14,22,25,18,0,0,12,38,0,0,0,0
650,3886685,0,0,0,0,0,0,1,0,0,0,0,0,0
1546,7926920,0,1,3,11,21,3,12,9,0,1,2,0,0
495,3157021,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,5756372,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2831084,6,3,0,4,5,1,2,2,1,1,0,1,13
1930,9718126,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,6137058,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,8678208,0,0,0,0,0,0,0,0,0,0,0,0,0
669,3959081,0,0,0,0,2,0,0,21,1,16,0,0,0
59,1229662,0,2,0,28,5,11,0,2,0,0,0,1,0
1533,7877111,0,0,0,0,0,0,0,0,0,0,0,3,0
405,2716148,0,4,1,12,0,0,0,0,0,0,0,0,0
531,3292249,0,0,0,0,0,0,10,0,0,0,0,0,0
1949,9809186,0,0,0,0,0,1,0,0,0,0,0,0,0
1783,9055959,0,4,0,0,9,16,5,0,0,0,6,19,10
687,4027357,0,10,0,0,0,2,0,0,0,0,0,0,0
276,2239214,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,9069454,0,0,0,16,0,0,0,0,0,0,0,0,1
1058,5606263,62,13,53,64,34,16,29,6,7,10,2,20,196
1183,6208285,1,0,5,14,10,0,0,15,0,1,0,2,10
791,4459020,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1766202,0,0,0,0,0,0,0,18,0,0,0,0,10
519,3246786,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2734519,0,1,0,0,0,0,0,0,0,0,0,0,0
686,4018146,7,5,1,2,12,36,64,211,14,3,6,2,2
775,4400907,0,0,0,0,0,0,0,0,0,0,0,0,0
767,4369478,0,0,0,0,0,4,0,0,0,0,0,0,0
1536,7885064,3,3,3,2,8,3,9,2,6,21,15,18,31
1935,9746004,12,7,1,2,2,6,13,17,6,2,39,15,61
1,1005846,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2033766,0,0,0,5,0,5,17,1,0,10,0,0,7
956,5183896,0,0,0,0,0,0,18,0,0,0,0,0,102
555,3424181,0,0,6,9,5,0,0,0,7,0,5,2,0
1116,5881290,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1713653,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,8882803,9,5,0,4,0,4,0,14,14,3,7,0,5
796,4475944,0,0,0,0,0,0,0,0,0,0,0,0,0
919,5041692,47,42,39,34,70,30,3,42,26,6,46,25,192
98,1408866,0,0,7,6,1,4,12,7,0,0,2,0,12
1201,6308143,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2383041,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,9150929,16,3,11,3,15,27,6,0,0,58,19,1,54
569,3484188,60,55,59,18,76,7,8,41,19,24,37,12,37
1788,9065995,6,83,79,300,174,90,26,57,325,219,101,165,368
691,4060849,0,0,0,0,1,0,0,0,0,0,0,0,0
1780,9037014,0,0,0,0,0,0,164,0,0,0,21,0,0
90,1357362,6,0,77,193,14,0,0,19,35,44,5,30,63
702,4091145,0,0,0,0,0,0,0,0,0,6,3,0,1
790,4456084,41,30,45,43,19,74,41,29,30,5,18,1,0
819,4576544,23,55,11,1,0,30,4,6,0,0,0,0,24
401,2693963,0,0,0,0,0,0,0,3,0,0,0,0,0
682,4007037,5,2,6,0,2,1,11,1,4,0,1,30,16
701,4087858,4,0,0,0,0,1,5,53,34,26,0,0,56
485,3114681,0,0,0,0,0,0,0,0,0,0,0,4,11
32,1117160,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,9564829,0,0,1,12,0,0,0,1,0,1,1,6,0
230,2012969,0,0,0,0,0,0,0,0,0,0,0,0,1
1083,5737658,40,22,15,7,0,0,0,8,0,0,6,0,0
1175,6174112,0,10,35,1,8,14,1,2,0,27,37,4,37
357,2547652,2,21,3,0,0,4,11,9,1,4,5,7,39
102,1432968,18,5,0,0,0,0,1,0,0,0,0,5,7
1876,9502531,0,15,0,0,4,3,0,11,9,0,0,1,0
1820,9207977,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,7929345,63,3,34,19,14,9,0,0,13,11,0,2,13
217,1959675,227,70,191,25,40,106,19,15,0,0,0,0,0
1564,7992634,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1465248,0,0,0,0,0,0,0,0,5,3,0,0,0
1979,9933356,17,3,17,15,0,11,42,12,38,1,0,0,0
785,4446128,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2269586,13,5,27,24,16,33,0,8,48,0,2,0,25
1931,9733508,1,0,0,0,0,9,4,12,16,0,11,5,5
352,2526252,0,0,0,0,0,1,0,0,0,0,0,0,3
249,2113195,7,2,28,12,0,0,1,25,0,52,2,0,18
1643,8396761,1,0,3,5,0,6,1,1,3,16,18,15,39
362,2566546,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1435341,107,67,233,679,643,153,150,266,139,338,149,147,427
309,2359785,0,0,0,0,0,0,0,0,0,0,0,0,0
858,4752845,0,0,0,0,0,0,0,0,0,0,78,86,100
1151,6094102,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,9972490,1,0,0,2,0,19,20,87,52,9,0,0,60
178,1767116,0,0,3,4,0,0,0,0,0,0,17,0,0
1118,5884406,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2569112,76,123,67,54,111,172,88,64,73,133,71,75,88
1030,5499970,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2493232,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1427794,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2684319,109,69,47,43,29,13,36,55,48,30,39,93,65
1319,6908254,0,0,0,0,0,11,4,0,1,0,1,0,4
665,3944257,2,57,2,22,7,3,18,1,10,27,34,1,36
341,2467437,0,1,0,0,0,7,0,0,0,0,0,0,0
334,2438792,7,9,3,0,0,0,4,2,0,1,6,0,0
1640,8390739,0,0,0,12,16,32,11,0,11,1,10,1,12
1302,6831509,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,7947635,76,31,99,135,447,127,173,107,55,130,30,40,34
419,2764434,10,65,3,13,8,0,0,1,0,0,4,0,10
1163,6140272,14,20,0,0,8,6,3,4,7,13,1,5,13
159,1689543,1,1,9,32,4,0,4,19,9,13,14,10,45
539,3346886,0,1,2,36,2,0,0,0,0,0,0,0,0
1867,9471023,0,0,0,0,2,0,0,0,0,0,0,0,0
942,5141582,0,0,0,0,0,0,0,0,0,131,212,154,162
1553,7942538,0,1,0,0,0,0,2,1,3,11,0,0,13
1392,7238545,0,0,0,0,0,0,0,0,0,0,0,0,21
234,2022495,0,9,11,2,0,9,0,0,0,0,0,0,3
566,3465529,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,8335560,1,0,0,0,0,0,8,2,14,0,0,69,12
36,1132736,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1073325,12,64,22,3,22,14,19,14,25,11,6,7,28
312,2367974,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,8452328,40,2,7,13,10,0,0,3,0,0,24,8,12
1903,9608131,119,252,14,18,44,19,8,0,0,1,11,5,0
1040,5536355,0,0,0,0,0,0,0,0,0,18,0,0,5
953,5177389,0,0,0,0,0,0,0,0,0,0,0,0,0
758,4331018,16,18,0,0,0,0,2,7,3,1,0,13,13
975,5256406,14,15,10,0,0,0,0,0,0,0,0,0,0
720,4195300,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2605800,0,0,0,0,0,0,0,0,0,0,0,0,0
361,2556952,49,24,0,8,0,7,5,4,11,17,3,2,39
959,5187694,0,0,0,0,0,0,0,0,0,0,0,0,0
835,4652727,0,0,0,0,0,0,0,0,0,1,0,12,3
914,5030031,0,0,0,0,0,0,0,0,0,2,0,0,0
1215,6362097,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,8823444,0,0,0,0,0,15,7,31,65,6,10,12,70
1412,7333765,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1516047,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,5474255,2,0,3,0,65,14,5,5,0,0,4,6,20
529,3290578,0,0,0,0,0,0,10,0,2,0,0,0,6
1757,8951256,0,0,0,0,0,0,0,0,21,14,50,17,20
382,2624807,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,7761008,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,8578628,0,1,0,0,0,1,0,1,4,0,0,4,9
597,3613694,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,6839963,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1334313,3,0,0,0,0,0,20,0,22,8,17,0,31
1746,8890302,0,0,0,0,0,0,0,6,0,0,0,0,0
235,2025211,0,0,0,0,0,0,0,0,0,0,0,0,0
733,4234839,0,0,0,5,0,0,0,1,0,0,0,13,1
660,3921546,0,0,0,0,0,1,4,0,0,9,0,0,5
555,3424181,0,0,0,7,0,5,2,0,0,0,3,0,0
1548,7929345,0,0,0,0,0,9,47,63,3,34,19,14,9
1529,7862366,0,0,0,0,0,0,0,14,2,0,21,12,5
1815,9182902,11,0,0,20,0,0,0,0,0,25,0,0,0
1696,8648138,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1715784,0,0,0,0,5,0,2,0,0,0,0,0,0
1887,9561888,0,0,0,0,0,0,0,0,0,0,0,0,0
571,3497621,35,3,5,53,23,43,6,3,0,0,24,17,24
1113,5870091,1,0,0,0,10,21,7,0,0,0,0,0,0
790,4456084,30,47,41,30,45,43,19,74,41,29,30,5,19
1889,9564829,1,1,6,0,0,0,9,1,7,9,6,1,0
64,1244291,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,6334856,9,8,5,4,4,32,43,24,3,15,7,1,17
1010,5424352,4,0,0,0,0,0,0,0,0,0,0,3,0
1616,8256374,0,6,24,21,5,1,0,0,0,2,0,0,0
1260,6584298,0,0,0,0,1,5,0,0,0,22,7,12,0
419,2764434,0,10,65,3,13,8,0,0,1,0,0,4,10
82,1328658,1,32,0,1,1,0,0,0,0,1,0,0,0
1956,9823407,1,50,8,7,2,18,1,0,8,18,21,11,28
1786,9065504,0,2,3,0,0,0,0,1,0,0,0,0,0
679,3999474,0,0,0,0,0,0,0,0,0,0,0,0,4
253,2140816,0,0,0,0,0,0,2,3,0,0,0,0,0
276,2239214,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,8773337,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,8125619,0,1,0,0,0,0,0,0,0,0,0,1,0
451,2912032,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,7081418,3,9,0,1,36,7,0,19,37,14,0,7,65
197,1850553,2,0,20,24,44,9,5,17,15,7,39,42,48
1404,7303840,0,0,0,0,0,0,0,0,0,0,0,0,1
398,2689567,0,0,0,0,0,0,0,0,1,0,0,0,0
463,2952325,0,37,10,25,33,3,31,0,28,86,90,36,164
30,1110032,0,0,1,8,8,3,0,0,0,0,0,0,0
1835,9318538,42,8,93,56,51,188,97,126,23,32,80,187,474
1977,9921125,0,0,0,0,30,0,14,0,0,0,0,11,4
167,1719221,0,0,0,0,0,0,0,0,0,0,0,0,22
85,1342180,104,209,174,155,150,147,90,160,239,123,119,44,524
1473,7581616,25,11,62,15,19,27,34,23,43,20,29,25,133
1763,8972999,24,18,11,14,57,54,1,26,37,7,2,18,30
804,4504480,1,2,18,30,0,147,6,3,81,86,22,7,0
543,3362704,0,0,0,0,0,0,0,0,0,3,13,45,57
486,3118654,5,1,2,68,12,15,15,6,14,6,0,5,16
1165,6146916,8,7,1,0,0,0,0,2,2,0,1,0,0
682,4007037,2,1,11,1,4,0,1,30,3,13,0,3,28
858,4752845,0,0,0,0,0,0,0,0,0,0,0,0,78
794,4474245,36,21,21,9,119,225,78,28,50,94,0,81,144
1815,9182902,1,0,0,0,0,11,0,0,20,0,0,0,25
1285,6729325,0,0,0,0,0,0,0,0,0,0,0,0,0
988,5311361,0,0,0,0,0,0,0,0,0,0,0,0,34
456,2928768,13,0,0,0,0,1,5,2,12,0,6,0,12
1770,8992880,11,0,12,3,9,14,10,19,19,9,25,5,71
954,5180118,0,0,0,3,0,0,0,0,0,0,0,0,0
802,4497536,0,0,0,0,0,0,0,0,0,0,0,0,0
987,5308009,0,0,1,2,1,0,1,0,0,0,0,0,0
185,1803438,0,0,0,5,0,0,0,0,0,0,0,0,0
1390,7232174,13,0,0,0,0,0,0,0,1,0,0,0,0
269,2190102,56,4,25,25,11,19,9,11,16,18,21,18,22
249,2113195,2,28,12,0,0,1,25,0,52,2,0,9,14
1815,9182902,0,1,0,1,0,0,0,0,11,0,0,20,0
873,4828886,24,55,23,72,68,219,123,33,173,237,81,143,337
497,3158688,0,0,0,0,0,4,0,13,0,0,0,0,0
1324,6930405,1,0,0,0,4,0,0,1,0,0,0,0,0
856,4746355,0,0,0,0,0,0,0,0,0,0,0,1,0
1274,6655870,0,0,0,0,0,0,0,0,0,0,0,0,0
350,2521230,0,0,0,0,0,0,0,0,0,0,1,0,0
1051,5581181,3,5,0,4,44,24,65,40,14,127,123,251,104
943,5144034,0,0,0,0,0,0,0,0,0,0,0,0,0
830,4635706,23,12,1,14,8,89,49,10,21,17,29,32,31
863,4763064,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,7005271,0,0,2,0,0,0,0,0,0,0,0,0,0
1009,5421395,0,0,0,0,0,0,0,0,0,0,0,18,19
290,2282933,0,0,5,0,0,45,32,30,0,0,0,0,4
462,2949579,46,15,176,85,5,0,0,0,0,0,0,0,0
1259,6579199,1,0,0,0,0,0,0,0,0,0,0,0,0
464,2962587,0,0,0,0,0,0,0,0,0,0,0,0,0
604,3655705,0,0,1,0,0,0,0,0,0,0,0,0,0
1126,5941646,2,6,5,28,4,0,51,12,25,12,28,29,147
81,1328307,0,0,0,0,0,11,0,0,0,8,0,0,6
238,2036139,0,0,0,0,3,8,0,0,3,0,0,0,0
57,1225225,0,4,0,0,0,0,7,2,35,2,0,15,75
251,2118818,21,2,5,22,43,29,29,58,79,36,103,85,46
1390,7232174,0,1,13,0,0,0,0,0,0,0,1,0,0
1412,7333765,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2719982,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,6382534,6,0,5,17,27,30,47,11,7,5,13,8,25
269,2190102,0,0,0,0,0,0,5,5,56,4,25,25,39
1320,6908861,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,5868665,0,0,0,0,0,0,0,0,0,0,0,0,0
620,3755868,0,0,0,0,0,0,0,0,0,0,0,0,0
725,4211198,6,3,1,18,15,7,4,20,1,4,5,5,40
1386,7214115,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,9302956,0,1,0,0,0,0,0,0,0,0,0,0,0
89,1354523,21,0,2,4,4,0,0,0,0,0,0,4,0
959,5187694,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,7756617,335,101,0,0,22,0,56,86,46,14,169,16,284
1992,9975355,16,10,20,25,31,153,258,39,62,31,19,275,380
1847,9360481,24,18,155,9,0,0,0,33,26,18,18,39,15
1754,8936259,62,14,7,1,19,16,25,33,0,0,3,25,78
247,2104708,1,0,5,11,0,5,0,3,1,0,0,0,6
1776,9003245,0,0,0,0,0,0,0,0,0,0,0,0,0
551,3401565,0,0,0,0,0,0,0,0,9,3,7,4,5
1395,7260199,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,7951593,0,0,39,14,20,8,0,13,0,0,0,0,64
1467,7562679,10,32,0,2,12,47,43,18,2,4,1,30,54
793,4471776,0,0,0,0,0,0,0,0,0,0,0,0,0
588,3561512,7,2,7,4,0,0,23,21,0,0,0,0,0
350,2521230,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,8636053,0,0,0,0,36,0,0,2,2,0,0,0,0
1153,6101785,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2610766,0,0,25,33,66,25,24,6,0,65,78,33,20
1485,7638277,0,0,0,0,0,0,0,0,0,0,0,22,19
207,1909215,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,8891536,0,0,5,0,0,0,0,0,0,0,0,0,0
113,1481260,1,1,0,0,0,0,0,0,0,0,0,0,10
448,2897571,0,0,0,0,9,19,8,2,0,0,0,0,0
807,4514103,0,0,118,39,28,0,71,44,4,16,5,6,18
1264,6610199,0,0,0,0,0,0,0,0,0,0,0,0,1
639,3827001,30,72,35,41,22,25,31,38,52,59,7,12,44
831,4636517,0,0,0,0,0,0,0,0,0,0,3,23,0
1448,7486210,0,2,0,0,0,0,0,0,0,0,0,0,0
1540,7898315,1,0,0,1,5,0,0,0,0,0,0,0,1
639,3827001,55,27,50,22,30,72,35,41,22,25,31,38,118
1633,8373746,0,0,0,0,7,0,0,0,0,0,0,0,0
642,3841595,0,0,0,1,1,0,0,0,0,0,7,0,21
865,4766279,0,0,0,0,0,0,0,0,0,0,0,0,0
889,4903199,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1214258,0,0,2,40,0,0,0,0,0,0,0,0,0
1594,8165917,0,0,6,0,0,0,0,0,0,0,0,0,0
1109,5859415,0,1,0,0,0,0,8,4,21,7,6,0,20
1384,7205589,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,9493878,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1625545,0,0,1,0,0,1,4,0,0,0,0,5,0
734,4242152,0,0,0,3,4,9,0,0,0,1,0,0,0
1550,7936303,0,0,0,3,12,9,15,0,0,3,0,0,16
369,2577278,45,101,47,92,38,27,71,58,39,2,17,28,8
1212,6357809,0,0,0,0,0,0,0,0,0,0,0,0,19
1506,7764473,7,0,5,0,0,0,0,0,4,0,0,0,1
1870,9474547,0,0,0,0,0,0,0,0,0,0,0,0,4
452,2915283,1,2,0,0,0,0,0,0,0,0,0,0,0
815,4563769,0,0,0,0,0,0,0,0,0,0,0,0,0
288,2264759,0,0,0,0,0,0,0,0,0,0,0,0,0
588,3561512,0,0,23,21,0,0,0,0,0,0,0,0,0
413,2741531,12,45,12,10,0,6,14,0,0,0,3,0,11
139,1622087,0,0,0,0,0,0,0,0,0,2,0,0,0
399,2691827,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,9639989,21,23,0,1,6,9,3,3,6,3,0,4,23
404,2703771,0,0,0,2,0,1,0,0,0,0,0,0,0
1094,5805653,16,18,13,3,13,1,1,0,0,8,0,0,1
1541,7906312,0,0,0,2,0,0,0,0,0,0,0,0,11
290,2282933,0,0,0,0,0,0,4,0,0,0,1,0,0
1852,9397019,0,0,0,0,0,3,23,0,0,0,0,0,0
69,1284361,0,0,0,0,0,0,0,0,1,0,0,0,0
640,3835552,6,2,0,1,0,0,0,0,0,0,47,14,15
1,1005846,0,0,0,0,0,0,0,0,0,0,0,0,0
506,3217827,16,15,71,8,5,7,29,23,0,2,27,20,78
741,4275069,27,80,95,119,127,87,63,86,146,121,33,26,67
1279,6688388,0,25,34,11,7,11,34,20,16,9,13,28,26
844,4688899,0,0,0,0,0,0,0,0,0,0,0,0,0
990,5331399,0,0,18,0,0,0,1,0,0,0,0,0,0
178,1767116,0,0,0,0,3,4,0,0,0,0,0,0,17
1040,5536355,0,0,0,0,0,0,18,0,0,0,1,4,3
1816,9195736,15,0,0,3,2,12,27,3,0,15,34,12,7
1343,7003826,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,7757742,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1207429,1,0,2,8,1,0,0,1,2,4,5,16,17
1356,7059704,57,14,11,39,101,76,87,62,30,62,17,126,148
89,1354523,0,0,0,0,0,0,4,0,0,0,0,0,6
1341,7000081,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,6944048,1,3,0,10,5,11,1,3,0,1,2,0,17
235,2025211,0,0,0,0,0,0,0,0,0,0,0,0,0
761,4342894,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2395893,86,287,171,87,170,76,98,149,258,199,96,95,345
266,2183774,0,5,0,1,0,3,12,68,263,4,10,6,81
512,3226914,87,11,25,3,4,0,0,8,5,16,34,3,13
1480,7614360,2,14,27,50,23,10,13,31,89,14,39,98,122
1536,7885064,3,3,2,8,3,9,2,6,21,15,18,17,31
1461,7531326,0,0,0,0,8,0,0,0,0,0,0,0,0
1651,8427355,0,0,0,0,0,0,0,10,5,0,0,0,1
33,1120692,0,0,0,0,0,0,0,0,0,0,0,0,0
807,4514103,0,71,44,4,16,5,6,18,0,0,0,0,0
1848,9370537,0,0,0,10,0,8,0,0,0,2,0,0,0
693,4065302,0,0,0,0,0,0,0,0,0,0,0,0,0
501,3188310,0,0,0,0,2,11,6,9,0,0,12,9,0
634,3798379,47,43,80,23,89,49,341,173,24,44,31,33,118
307,2350017,0,0,1,23,0,0,0,0,0,0,0,0,0
1642,8392539,0,0,0,80,141,470,97,273,772,351,318,338,202
1695,8647171,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,7979577,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1062517,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,6305852,0,0,11,28,11,31,19,0,38,1,19,4,34
1049,5565094,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1299107,0,0,0,0,0,0,0,1,5,8,1,0,0
597,3613694,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,9120722,0,0,0,0,0,0,0,0,0,0,0,0,0
